Destination Port, Total Fwd Packets, Total Backward Packets, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Mean, Fwd Packet Length Std, Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Fwd Header Length, Bwd Header Length, Fwd Packets/s, Bwd Packets/s, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1, Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes, Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, Label,posicaoOriginal
53.0,2.0,2.0,88.0,120.0,44.0,44.0,0.0,60.0,60.0,60.0,0.0,3.0,3.0,0.0,3.0,48.0,48.0,0.0,48.0,64.0,52.0,12500.0,12500.0,60.0,50.4,8.76,76.8,63.0,44.0,60.0,64.0,2.0,88.0,2.0,120.0,-1.0,-1.0,1.0,0.0,203377.0
443.0,7.0,4.0,599.0,141.0,517.0,85.57,191.31,141.0,0.0,35.25,70.5,5022326.0,837054.33,2030365.5,4981473.0,80031.0,26677.0,29789.8,59211.0,232.0,136.0,1.39,0.8,517.0,61.67,149.27,22281.7,67.27,85.57,35.25,232.0,7.0,599.0,4.0,141.0,29200.0,31.0,3.0,0.0,6496.0
80.0,4.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3166948.0,1055649.33,1828434.82,3166944.0,0.0,0.0,0.0,0.0,80.0,0.0,1.26,0.0,6.0,6.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,1.0,24413.0
80.0,2.0,0.0,12.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,671.0,671.0,0.0,671.0,0.0,0.0,0.0,0.0,40.0,0.0,2980.63,0.0,6.0,6.0,0.0,0.0,9.0,6.0,0.0,40.0,2.0,12.0,0.0,0.0,253.0,-1.0,1.0,0.0,222755.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,5900747.0,1475186.75,2949771.5,5899844.0,0.0,0.0,0.0,0.0,100.0,0.0,0.85,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,90505.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,10700000.0,2663680.75,5326325.51,10700000.0,0.0,0.0,0.0,0.0,100.0,0.0,0.47,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,34635.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,8025800.0,2006450.0,4011562.69,8023794.0,0.0,0.0,0.0,0.0,100.0,0.0,0.62,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,90733.0
443.0,9.0,9.0,548.0,4913.0,189.0,60.89,76.7,2920.0,0.0,545.89,1026.95,352324.0,44040.5,44258.86,125783.0,352571.0,44071.38,62323.09,150581.0,192.0,192.0,23.91,23.91,2920.0,287.42,731.43,534985.7,303.39,60.89,545.89,192.0,9.0,548.0,9.0,4913.0,8192.0,290.0,8.0,0.0,219547.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,9413763.0,2353440.75,4706216.86,9412766.0,0.0,0.0,0.0,0.0,100.0,0.0,0.53,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,46436.0
80.0,8.0,4.0,56.0,11601.0,20.0,7.0,5.66,8760.0,0.0,2900.25,4128.32,80600000.0,11500000.0,29600000.0,78700000.0,1776668.0,592222.67,1019432.39,1769355.0,172.0,92.0,0.1,0.05,8760.0,897.15,2488.51,6192667.31,971.92,7.0,2900.25,172.0,8.0,56.0,4.0,11601.0,256.0,229.0,6.0,1.0,85482.0
53.0,2.0,2.0,80.0,112.0,40.0,40.0,0.0,56.0,56.0,56.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,40.0,40.0,7782.1,7782.1,56.0,46.4,8.76,76.8,58.0,40.0,56.0,40.0,2.0,80.0,2.0,112.0,-1.0,-1.0,1.0,0.0,198464.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,5347859.0,1336964.75,2671279.12,5343883.0,0.0,0.0,0.0,0.0,100.0,0.0,0.93,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,105487.0
80.0,8.0,6.0,56.0,11601.0,20.0,7.0,5.66,5840.0,0.0,1933.5,2189.77,88600000.0,12700000.0,31200000.0,83300000.0,703418.0,140683.6,312444.63,699595.0,172.0,132.0,0.09,0.07,5840.0,777.53,1633.1,2667024.41,833.07,7.0,1933.5,172.0,8.0,56.0,6.0,11601.0,256.0,229.0,6.0,1.0,123389.0
53.0,4.0,2.0,128.0,256.0,32.0,32.0,0.0,128.0,128.0,128.0,0.0,18834.0,6278.0,10868.62,18828.0,3.0,3.0,0.0,3.0,80.0,40.0,165.67,82.84,128.0,59.43,46.84,2194.29,69.33,32.0,128.0,80.0,4.0,128.0,2.0,256.0,-1.0,-1.0,3.0,0.0,137828.0
53.0,2.0,2.0,46.0,46.0,23.0,23.0,0.0,23.0,23.0,23.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,64.0,64.0,10869.57,10869.57,23.0,23.0,0.0,0.0,28.75,23.0,23.0,64.0,2.0,46.0,2.0,46.0,-1.0,-1.0,1.0,0.0,18819.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,8371875.0,2092968.75,4185281.53,8370891.0,0.0,0.0,0.0,0.0,100.0,0.0,0.6,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,63938.0
37665.0,1.0,5.0,6.0,30.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1807982.0,451995.5,896121.62,1796158.0,20.0,100.0,0.55,2.73,6.0,6.0,0.0,0.0,7.0,6.0,6.0,20.0,1.0,6.0,5.0,30.0,229.0,0.0,0.0,0.0,166258.0
443.0,14.0,12.0,1372.0,529.0,1083.0,98.0,290.58,353.0,0.0,44.08,105.86,60300000.0,4638005.31,5172407.61,10200000.0,60200000.0,5476577.91,5212063.8,10200000.0,456.0,392.0,0.23,0.2,1083.0,70.41,218.82,47880.17,73.12,98.0,44.08,456.0,14.0,1372.0,12.0,529.0,29200.0,126.0,3.0,0.0,2732.0
61185.0,1.0,1.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,27027.03,27027.03,6.0,6.0,0.0,0.0,9.0,6.0,6.0,20.0,1.0,6.0,1.0,6.0,946.0,256.0,0.0,0.0,221612.0
15377.0,1.0,5.0,6.0,30.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,8845811.0,2211452.75,4415536.48,8834754.0,20.0,100.0,0.11,0.56,6.0,6.0,0.0,0.0,7.0,6.0,6.0,20.0,1.0,6.0,5.0,30.0,229.0,0.0,0.0,0.0,32678.0
28223.0,1.0,5.0,6.0,30.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6028853.0,1507213.25,3013331.93,6027211.0,20.0,100.0,0.17,0.83,6.0,6.0,0.0,0.0,7.0,6.0,6.0,20.0,1.0,6.0,5.0,30.0,229.0,0.0,0.0,0.0,111906.0
80.0,4.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,9696139.0,3232046.33,5597470.91,9695449.0,0.0,0.0,0.0,0.0,80.0,0.0,0.41,0.0,6.0,6.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,1.0,131683.0
19646.0,1.0,5.0,6.0,30.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,5739895.0,1434973.75,2860784.83,5726140.0,20.0,100.0,0.17,0.87,6.0,6.0,0.0,0.0,7.0,6.0,6.0,20.0,1.0,6.0,5.0,30.0,229.0,0.0,0.0,0.0,60701.0
443.0,16.0,14.0,5053.0,4100.0,4736.0,315.81,1180.01,1538.0,0.0,292.86,577.13,60600000.0,4041339.73,5082905.58,10100000.0,60600000.0,4659132.46,5210531.18,10100000.0,520.0,456.0,0.26,0.23,4736.0,295.26,918.52,843676.33,305.1,315.81,292.86,520.0,16.0,5053.0,14.0,4100.0,29200.0,156.0,3.0,0.0,221110.0
443.0,63.0,91.0,3707.0,107630.0,446.0,58.84,127.67,3833.0,0.0,1182.75,617.64,116000000.0,1878692.53,3854248.0,10000000.0,112000000.0,1239618.93,3296291.34,10000000.0,1284.0,1964.0,0.54,0.78,3833.0,718.3,733.64,538229.65,722.97,58.84,1182.75,1284.0,63.0,3707.0,91.0,107630.0,8192.0,152.0,61.0,0.0,11422.0
80.0,3.0,4.0,600.0,940.0,600.0,200.0,346.41,940.0,0.0,235.0,470.0,213115.0,106557.5,150596.07,213045.0,214657.0,71552.33,122492.28,212991.0,104.0,136.0,7.02,9.35,940.0,192.5,367.84,135307.14,220.0,200.0,235.0,104.0,3.0,600.0,4.0,940.0,29200.0,4980.0,1.0,0.0,173800.0
80.0,8.0,6.0,56.0,11601.0,20.0,7.0,5.66,5840.0,0.0,1933.5,2189.77,98200000.0,14000000.0,32200000.0,86400000.0,1170600.0,234120.0,506424.18,1139737.0,172.0,132.0,0.08,0.06,5840.0,777.53,1633.1,2667024.41,833.07,7.0,1933.5,172.0,8.0,56.0,6.0,11601.0,256.0,229.0,6.0,1.0,159101.0
80.0,4.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,7977794.0,2659264.67,4604245.13,7975789.0,0.0,0.0,0.0,0.0,80.0,0.0,0.5,0.0,6.0,6.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,1.0,73135.0
54824.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,16393.44,16393.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,1.0,0.0,126.0,4217.0,0.0,0.0,205364.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,7831635.0,1957908.75,3914486.86,7829639.0,0.0,0.0,0.0,0.0,100.0,0.0,0.64,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,55478.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,10200000.0,2558687.0,5114040.95,10200000.0,0.0,0.0,0.0,0.0,100.0,0.0,0.49,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,35571.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2219031.0,554757.75,1106848.18,2215029.0,0.0,0.0,0.0,0.0,100.0,0.0,2.25,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,140873.0
53.0,2.0,2.0,58.0,90.0,29.0,29.0,0.0,45.0,45.0,45.0,0.0,46.0,46.0,0.0,46.0,3.0,3.0,0.0,3.0,64.0,64.0,8368.2,8368.2,45.0,35.4,8.76,76.8,44.25,29.0,45.0,64.0,2.0,58.0,2.0,90.0,-1.0,-1.0,1.0,0.0,2438.0
50426.0,7.0,8.0,12982.0,50.0,4380.0,1854.57,1998.85,20.0,0.0,6.25,6.18,10400000.0,1738420.83,3591655.12,8972727.0,8961033.0,1280147.57,3001453.72,8044257.0,152.0,184.0,0.67,0.77,4380.0,900.44,1569.86,2464474.93,960.47,1854.57,6.25,152.0,7.0,12982.0,8.0,50.0,229.0,256.0,5.0,0.0,120179.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,5833889.0,1458472.25,2916283.87,5832898.0,0.0,0.0,0.0,0.0,100.0,0.0,0.86,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,82216.0
80.0,8.0,4.0,56.0,11607.0,20.0,7.0,5.66,11595.0,0.0,2901.75,5795.5,9832244.0,1404606.29,2928650.94,7827422.0,165366.0,55122.0,94527.38,164272.0,172.0,92.0,0.8,0.4,11595.0,897.62,3214.17,10300000.0,972.42,7.0,2901.75,172.0,8.0,56.0,4.0,11607.0,256.0,229.0,6.0,1.0,99482.0
58162.0,1.0,5.0,6.0,30.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,8038763.0,2009690.75,4002728.24,8013760.0,20.0,100.0,0.12,0.62,6.0,6.0,0.0,0.0,7.0,6.0,6.0,20.0,1.0,6.0,5.0,30.0,229.0,0.0,0.0,0.0,164888.0
40918.0,1.0,5.0,6.0,30.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2203940.0,550985.0,1091309.48,2187910.0,20.0,100.0,0.45,2.27,6.0,6.0,0.0,0.0,7.0,6.0,6.0,20.0,1.0,6.0,5.0,30.0,229.0,0.0,0.0,0.0,186619.0
80.0,8.0,6.0,56.0,11601.0,20.0,7.0,5.66,4380.0,0.0,1933.5,1757.79,88600000.0,12700000.0,31700000.0,84600000.0,905140.0,181028.0,388138.73,874972.0,172.0,132.0,0.09,0.07,4380.0,777.53,1434.57,2057995.84,833.07,7.0,1933.5,172.0,8.0,56.0,6.0,11601.0,256.0,229.0,6.0,1.0,116658.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4365706.0,1091426.5,2180886.77,4362756.0,0.0,0.0,0.0,0.0,100.0,0.0,1.15,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,82496.0
80.0,4.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,8690748.0,2896916.0,5016738.83,8689747.0,0.0,0.0,0.0,0.0,80.0,0.0,0.46,0.0,6.0,6.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,1.0,27057.0
59526.0,6.0,10.0,11607.0,68.0,5840.0,1934.5,2375.52,20.0,0.0,6.8,5.01,97700000.0,19500000.0,43600000.0,97500000.0,97500000.0,10800000.0,28300000.0,85700000.0,132.0,212.0,0.06,0.1,5840.0,687.12,1632.56,2665237.48,730.06,1934.5,6.8,132.0,6.0,11607.0,10.0,68.0,229.0,256.0,4.0,0.0,156354.0
55288.0,1.0,5.0,6.0,30.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,9705702.0,2426425.5,4848829.17,9699668.0,20.0,100.0,0.1,0.51,6.0,6.0,0.0,0.0,7.0,6.0,6.0,20.0,1.0,6.0,5.0,30.0,229.0,0.0,0.0,0.0,146665.0
64419.0,1.0,6.0,6.0,36.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1413428.0,282685.6,625387.44,1401399.0,20.0,120.0,0.7,4.18,6.0,6.0,0.0,0.0,6.86,6.0,6.0,20.0,1.0,6.0,6.0,36.0,229.0,0.0,0.0,0.0,195838.0
58913.0,2.0,0.0,12.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,362.0,362.0,0.0,362.0,0.0,0.0,0.0,0.0,40.0,0.0,5524.86,0.0,6.0,6.0,0.0,0.0,9.0,6.0,0.0,40.0,2.0,12.0,0.0,0.0,127.0,-1.0,1.0,0.0,225583.0
80.0,4.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,10100000.0,3381867.33,5857008.33,10100000.0,0.0,0.0,0.0,0.0,80.0,0.0,0.39,0.0,6.0,6.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,1.0,162714.0
80.0,8.0,6.0,56.0,11607.0,20.0,7.0,5.66,5840.0,0.0,1934.5,2538.92,83900000.0,12000000.0,27900000.0,74700000.0,26650.0,5330.0,11408.5,25729.0,172.0,132.0,0.1,0.07,5840.0,777.93,1804.9,3257660.35,833.5,7.0,1934.5,172.0,8.0,56.0,6.0,11607.0,256.0,229.0,6.0,1.0,107800.0
53.0,2.0,2.0,148.0,212.0,74.0,74.0,0.0,106.0,106.0,106.0,0.0,4.0,4.0,0.0,4.0,48.0,48.0,0.0,48.0,40.0,40.0,11235.96,11235.96,106.0,86.8,17.53,307.2,108.5,74.0,106.0,40.0,2.0,148.0,2.0,212.0,-1.0,-1.0,1.0,0.0,184474.0
80.0,4.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6969378.0,2323126.0,4022336.42,6967720.0,0.0,0.0,0.0,0.0,80.0,0.0,0.57,0.0,6.0,6.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,1.0,62249.0
80.0,4.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,44038.0,14679.33,24572.1,43047.0,0.0,0.0,0.0,0.0,80.0,0.0,90.83,0.0,6.0,6.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,1.0,73926.0
80.0,8.0,5.0,56.0,11601.0,20.0,7.0,5.66,7215.0,0.0,2320.2,2991.56,72800000.0,10400000.0,25800000.0,68800000.0,793696.0,198424.0,378762.22,766245.0,172.0,112.0,0.11,0.07,7215.0,833.07,2019.12,4076830.84,897.15,7.0,2320.2,172.0,8.0,56.0,5.0,11601.0,256.0,229.0,6.0,1.0,46885.0
57122.0,1.0,6.0,6.0,36.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,7842371.0,1568474.2,3504404.02,7837342.0,20.0,120.0,0.13,0.76,6.0,6.0,0.0,0.0,6.86,6.0,6.0,20.0,1.0,6.0,6.0,36.0,229.0,0.0,0.0,0.0,69938.0
80.0,3.0,4.0,576.0,917.0,576.0,192.0,332.55,917.0,0.0,229.25,458.5,215953.0,107976.5,152129.07,215548.0,217562.0,72520.67,124259.18,216000.0,108.0,136.0,6.93,9.24,917.0,186.62,357.38,127719.12,213.29,192.0,229.25,108.0,3.0,576.0,4.0,917.0,65535.0,4956.0,1.0,0.0,220482.0
58830.0,2.0,0.0,12.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,234.0,234.0,0.0,234.0,0.0,0.0,0.0,0.0,40.0,0.0,8547.01,0.0,6.0,6.0,0.0,0.0,9.0,6.0,0.0,40.0,2.0,12.0,0.0,0.0,330.0,-1.0,1.0,0.0,225573.0
443.0,13.0,12.0,753.0,415.0,681.0,57.92,187.21,409.0,0.0,34.58,117.92,103000000.0,8547357.58,3334267.21,10100000.0,100000000.0,9113686.27,2851887.52,10100000.0,260.0,360.0,0.13,0.12,681.0,45.15,152.12,23141.42,46.96,57.92,34.58,260.0,13.0,753.0,12.0,415.0,256.0,1106.0,12.0,0.0,10794.0
80.0,4.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3288999.0,1096333.0,1898900.99,3288995.0,0.0,0.0,0.0,0.0,80.0,0.0,1.22,0.0,6.0,6.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,1.0,113531.0
39662.0,1.0,5.0,6.0,30.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4013924.0,1003481.0,2003565.42,4008828.0,20.0,100.0,0.25,1.24,6.0,6.0,0.0,0.0,7.0,6.0,6.0,20.0,1.0,6.0,5.0,30.0,229.0,0.0,0.0,0.0,185261.0
80.0,8.0,5.0,56.0,11601.0,20.0,7.0,5.66,5840.0,0.0,2320.2,2436.83,91600000.0,13100000.0,34300000.0,90900000.0,54433.0,13608.25,18426.28,39353.0,172.0,112.0,0.09,0.05,5840.0,833.07,1774.91,3150292.38,897.15,7.0,2320.2,172.0,8.0,56.0,5.0,11601.0,256.0,229.0,6.0,1.0,133126.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,9114792.0,2278698.0,4554743.5,9110813.0,0.0,0.0,0.0,0.0,100.0,0.0,0.55,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,90958.0
39508.0,1.0,7.0,6.0,42.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,10000000.0,1671130.5,4079211.52,9997770.0,20.0,140.0,0.1,0.7,6.0,6.0,0.0,0.0,6.75,6.0,6.0,20.0,1.0,6.0,7.0,42.0,229.0,0.0,0.0,0.0,177450.0
80.0,9.0,4.0,62.0,11601.0,20.0,6.89,5.3,8760.0,0.0,2900.25,4128.32,71000000.0,8874595.88,23700000.0,67300000.0,756908.0,252302.67,425724.43,743835.0,192.0,92.0,0.13,0.06,8760.0,833.5,2402.71,5773033.65,897.62,6.89,2900.25,192.0,9.0,62.0,4.0,11601.0,256.0,229.0,7.0,1.0,29605.0
80.0,4.0,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1898329.0,632776.33,1095428.32,1897668.0,0.0,0.0,0.0,0.0,80.0,0.0,2.11,0.0,6.0,6.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,1.0,65195.0
53.0,2.0,2.0,64.0,258.0,32.0,32.0,0.0,129.0,129.0,129.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0,49.0,64.0,64.0,7812.5,7812.5,129.0,70.8,53.13,2822.7,88.5,32.0,129.0,64.0,2.0,64.0,2.0,258.0,-1.0,-1.0,1.0,0.0,154994.0
80.0,5.0,0.0,30.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6161832.0,1540458.0,3080244.7,6160825.0,0.0,0.0,0.0,0.0,100.0,0.0,0.81,0.0,6.0,6.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,1.0,105462.0
