Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std, Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min, Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min, Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min, Fwd Header Length, Bwd Header Length, Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, URG Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1, Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes, Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward, Active Mean, Active Max, Active Min, Label,posicaoOriginal
80.0,151468.0,2.0,1.0,12.0,292.0,6.0,6.0,6.0,0.0,292.0,292.0,292.0,0.0,2007.024586,19.806164000000003,75734.0,106982.4276,151382.0,86.0,151468.0,151468.0,0.0,151468.0,151468.0,0.0,0.0,0.0,0.0,0.0,40.0,32.0,13.204109,6.602055,6.0,292.0,77.5,143.0,20449.0,0.0,0.0,103.333333,6.0,292.0,40.0,2.0,12.0,1.0,292.0,0.0,261.0,1.0,20.0,0.0,0.0,0.0,0.0,197650.0
40179.0,38561.0,3.0,1.0,82.0,6.0,51.0,0.0,27.333333000000003,25.696952,6.0,6.0,6.0,0.0,2282.098493,103.73175,12853.66667,22141.19401,38420.0,4.0,38561.0,19280.5,27261.08774,38557.0,4.0,0.0,0.0,0.0,0.0,0.0,96.0,20.0,77.798812,25.932937,0.0,51.0,27.8,24.159884,583.7,0.0,0.0,34.75,27.333333000000003,6.0,96.0,3.0,82.0,1.0,6.0,118.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,8522.0
80.0,29078.0,3.0,6.0,26.0,11601.0,20.0,0.0,8.666667,10.263203,5840.0,0.0,1933.5,2189.772933,399855.5609,309.512346,3634.75,9429.144678,26941.0,9.0,27169.0,13584.5,18948.34042,26983.0,186.0,29036.0,5807.2,11936.74328,27136.0,47.0,72.0,132.0,103.170782,206.341564,0.0,5840.0,1162.7,1911.59573,3654198.233,0.0,2.0,1291.888889,8.666667,1933.5,72.0,3.0,26.0,6.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,1.0,67449.0
80.0,42154.0,3.0,4.0,26.0,11601.0,20.0,0.0,8.666667,10.263203,8760.0,0.0,2900.25,4128.319301,275821.9861,166.057788,7025.666667,10491.9397,24398.0,6.0,16993.0,8496.5,10611.55147,16000.0,993.0,41956.0,13985.33333,12069.39122,24398.0,757.0,72.0,92.0,71.16762299999998,94.890165,0.0,8760.0,1453.375,3113.952607,9696700.839,0.0,1.0,1661.0,8.666667,2900.25,72.0,3.0,26.0,4.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,1.0,160229.0
443.0,110119241.0,22.0,29.0,1767.0,5403.0,454.0,0.0,80.318182,108.916913,1430.0,0.0,186.310345,388.564216,65.111237,0.463134,2202384.82,9379234.405,58700000.0,1.0,110000000.0,5240131.3330000015,14100000.0,58800000.0,56.0,110000000.0,3931514.75,12400000.0,58700000.0,1.0,452.0,592.0,0.199783,0.263351,0.0,1430.0,137.884615,301.517252,90912.65309,0.0,1.0,140.588235,80.318182,186.310345,452.0,22.0,1767.0,29.0,5403.0,8192.0,385.0,21.0,20.0,161286.0,296265.0,88771.0,0.0,200548.0
60978.0,98446489.0,7.0,9.0,11613.0,62.0,4380.0,0.0,1659.0,2117.072113,20.0,0.0,6.888889,5.301991,118.592345,0.162525,6563099.267000001,23400000.0,91000000.0,1.0,98400000.0,16400000.0,39600000.0,97200000.0,3.0,97200000.0,12100000.0,31900000.0,91000000.0,1.0,152.0,192.0,0.071105,0.09142,0.0,4380.0,687.1176469999998,1543.785926,2383274.985,1.0,1.0,730.0625,1659.0,6.888889,152.0,7.0,11613.0,9.0,62.0,229.0,256.0,5.0,20.0,31950.0,31950.0,31950.0,0.0,165076.0
50437.0,839139.0,6.0,2.0,11601.0,26.0,4380.0,0.0,1933.5,2189.772933,20.0,6.0,13.0,9.899495,13855.86893,9.533581,119877.0,312747.4893,829084.0,48.0,839139.0,167827.8,369673.5837,829084.0,130.0,48.0,48.0,0.0,48.0,48.0,144.0,40.0,7.150186,2.383395,0.0,4380.0,1291.888889,1980.710254,3923213.111,0.0,0.0,1453.375,1933.5,13.0,144.0,6.0,11601.0,2.0,26.0,8192.0,256.0,4.0,20.0,0.0,0.0,0.0,0.0,195308.0
80.0,94147262.0,8.0,6.0,56.0,11607.0,20.0,0.0,7.0,5.656854,5840.0,0.0,1934.5,2538.9192780000008,123.880395,0.148703,7242097.077,24800000.0,89600000.0,1.0,92900000.0,13300000.0,33700000.0,89600000.0,1.0,1237491.0,247498.2,552865.6003,1236494.0,3.0,172.0,132.0,0.084973,0.06373,0.0,5840.0,777.9333330000002,1804.898987,3257660.352,0.0,0.0,833.5,7.0,1934.5,172.0,8.0,56.0,6.0,11607.0,256.0,229.0,6.0,20.0,3285958.0,3285958.0,3285958.0,1.0,141913.0
80.0,26649.0,3.0,6.0,26.0,11607.0,20.0,0.0,8.666667,10.263203,4380.0,0.0,1934.5,2177.344966,436526.6989,337.723742,3331.125,9070.797058,25774.0,3.0,706.0,353.0,472.34733,687.0,19.0,26604.0,5320.8,11438.19606,25774.0,3.0,72.0,132.0,112.574581,225.149161,0.0,4380.0,1163.3,1903.962654,3625073.789,0.0,2.0,1292.555556,8.666667,1934.5,72.0,3.0,26.0,6.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,1.0,79800.0
53.0,264.0,2.0,2.0,102.0,158.0,51.0,51.0,51.0,0.0,79.0,79.0,79.0,0.0,984848.4848,15151.51515,88.0,110.990991,213.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,50.0,0.0,50.0,50.0,64.0,64.0,7575.757576000001,7575.757576000001,51.0,79.0,62.2,15.336232,235.2,0.0,1.0,77.75,51.0,79.0,64.0,2.0,102.0,2.0,158.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,219980.0
80.0,73128.0,3.0,6.0,26.0,11601.0,20.0,0.0,8.666667,10.263203,5840.0,0.0,1933.5,2189.772933,158995.1865,123.071874,9141.0,23786.16459,67852.0,3.0,5015.0,2507.5,3541.897867,5012.0,3.0,73116.0,14623.2,29832.17404,67852.0,14.0,72.0,132.0,41.023958,82.047916,0.0,5840.0,1162.7,1911.59573,3654198.233,0.0,2.0,1291.888889,8.666667,1933.5,72.0,3.0,26.0,6.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,1.0,97363.0
64900.0,48646.0,6.0,2.0,11601.0,26.0,5840.0,0.0,1933.5,2376.49858,20.0,6.0,13.0,9.899495,239012.4573,164.453398,6949.428571,12197.15297,29971.0,38.0,48646.0,9729.2,13806.14168,29971.0,38.0,97.0,97.0,0.0,97.0,97.0,144.0,40.0,123.340049,41.113349,0.0,5840.0,1291.888889,2110.95076,4456113.1110000005,0.0,0.0,1453.375,1933.5,13.0,144.0,6.0,11601.0,2.0,26.0,8192.0,256.0,4.0,20.0,0.0,0.0,0.0,0.0,185991.0
80.0,33116707.0,164.0,227.0,12829.0,455377.0,967.0,0.0,78.22561,250.341419,4344.0,0.0,2006.066079,846.2280390000002,14138.060280000002,11.806728999999999,84914.63333,1588743.993,31400000.0,0.0,33100000.0,203169.9816,2456991.045,31400000.0,1.0,1718912.0,7605.80531,39644.02942,490603.0,1.0,5260.0,7272.0,4.952183,6.854546000000001,0.0,4344.0,1194.403061,1161.341937,1348715.095,0.0,1.0,1197.457801,78.22561,2006.066079,5260.0,164.0,12829.0,227.0,455377.0,65535.0,1711.0,15.0,32.0,0.0,0.0,0.0,0.0,15440.0
63229.0,82468248.0,6.0,9.0,12982.0,56.0,10135.0,0.0,2163.666667,3966.151821,20.0,0.0,6.222222,5.783117,158.09721100000002,0.18188800000000002,5890589.142999998,18700000.0,69900000.0,3.0,82500000.0,16500000.0,36500000.0,81800000.0,5.0,81800000.0,10200000.0,24500000.0,69900000.0,3.0,132.0,204.0,0.072755,0.109133,0.0,10135.0,900.8125,2525.184514,6376556.829,1.0,1.0,960.866667,2163.666667,6.222222,132.0,6.0,12982.0,9.0,56.0,229.0,256.0,4.0,20.0,37493.0,37493.0,37493.0,0.0,87548.0
80.0,92307297.0,8.0,4.0,56.0,11607.0,20.0,0.0,7.0,5.656854,11595.0,0.0,2901.75,5795.50069,126.349708,0.130001,8391572.455,27200000.0,90500000.0,5.0,91500000.0,13100000.0,34200000.0,90500000.0,149.0,801731.0,267243.6667,462199.0756,800945.0,5.0,172.0,92.0,0.086667,0.043334,0.0,11595.0,897.615385,3214.167532,10300000.0,0.0,0.0,972.416667,7.0,2901.75,172.0,8.0,56.0,4.0,11607.0,256.0,229.0,6.0,20.0,965590.0,965590.0,965590.0,1.0,132651.0
53.0,700.0,1.0,1.0,42.0,115.0,42.0,42.0,42.0,0.0,115.0,115.0,115.0,0.0,224285.7143,2857.142857,700.0,0.0,700.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,1428.571429,1428.571429,42.0,115.0,66.333333,42.14657,1776.3333329999996,0.0,1.0,99.5,42.0,115.0,20.0,1.0,42.0,1.0,115.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,207022.0
80.0,97930973.0,8.0,5.0,56.0,11607.0,20.0,0.0,7.0,5.656854,7215.0,0.0,2321.4,3327.7697940000007,119.094089,0.132747,8160914.417,25200000.0,88000000.0,3.0,96300000.0,13800000.0,32900000.0,88000000.0,3.0,1648664.0,412166.0,823746.0543,1647785.0,15.0,172.0,112.0,0.08169,0.051056,0.0,7215.0,833.5,2175.302587,4731941.346,0.0,0.0,897.615385,7.0,2321.4,172.0,8.0,56.0,5.0,11607.0,256.0,229.0,6.0,20.0,1750.0,1750.0,1750.0,1.0,160158.0
53.0,215.0,2.0,2.0,76.0,172.0,38.0,38.0,38.0,0.0,86.0,86.0,86.0,0.0,1153488.372,18604.651159999998,71.666667,84.736848,166.0,2.0,2.0,2.0,0.0,2.0,2.0,47.0,47.0,0.0,47.0,47.0,64.0,64.0,9302.325581,9302.325581,38.0,86.0,57.2,26.290683,691.2,0.0,1.0,71.5,38.0,86.0,64.0,2.0,76.0,2.0,172.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,31643.0
443.0,282830.0,6.0,6.0,1635.0,3369.0,980.0,0.0,272.5,399.524592,1460.0,0.0,561.5,642.227919,17692.60687,42.428314,25711.81818,47566.55625,164303.0,13.0,258168.0,51633.6,63858.73977000001,164303.0,6906.0,258582.0,51716.4,80581.0422,188495.0,195.0,132.0,132.0,21.214157,21.214157,0.0,1460.0,384.923077,522.131762,272621.5769,0.0,1.0,417.0,272.5,561.5,132.0,6.0,1635.0,6.0,3369.0,8192.0,63.0,5.0,20.0,0.0,0.0,0.0,0.0,31514.0
443.0,5823003.0,10.0,6.0,634.0,4026.0,342.0,0.0,63.4,115.951331,1460.0,2.0,671.0,723.041907,800.27436,2.747723,388200.2,1413331.948,5495251.0,3.0,5823003.0,647000.3333,1818898.015,5495251.0,3.0,191016.0,38203.2,50782.15222,94283.0,49.0,220.0,124.0,1.717327,1.030396,0.0,1460.0,274.11764700000003,512.298971,262450.2353,0.0,0.0,291.25,63.4,671.0,220.0,10.0,634.0,6.0,4026.0,29200.0,34940.0,9.0,20.0,327749.0,327749.0,327749.0,0.0,204794.0
53.0,240.0,2.0,2.0,60.0,414.0,30.0,30.0,30.0,0.0,207.0,207.0,207.0,0.0,1975000.0,16666.66667,80.0,96.317184,188.0,3.0,3.0,3.0,0.0,3.0,3.0,49.0,49.0,0.0,49.0,49.0,40.0,40.0,8333.333333,8333.333333,30.0,207.0,100.8,96.946893,9398.7,0.0,1.0,126.0,30.0,207.0,40.0,2.0,60.0,2.0,414.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,184430.0
80.0,28367.0,3.0,5.0,26.0,11601.0,20.0,0.0,8.666667,10.263203,4380.0,0.0,2320.2,2207.341206,409877.6748,282.017838,4052.428571,9688.59477,26011.0,18.0,27018.0,13509.0,17705.9538,26029.0,989.0,28349.0,7087.25,13513.83781,27355.0,43.0,72.0,112.0,105.756689,176.261149,0.0,4380.0,1291.888889,1980.710254,3923213.111,0.0,1.0,1453.375,8.666667,2320.2,72.0,3.0,26.0,5.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,1.0,142491.0
80.0,20023.0,3.0,5.0,26.0,11607.0,20.0,0.0,8.666667,10.263203,10135.0,0.0,2321.4,4413.201989,580981.8708,399.540528,2860.428571,7188.02905,19154.0,4.0,641.0,320.5,447.598592,637.0,4.0,19990.0,4997.5,9441.139073,19154.0,14.0,72.0,112.0,149.827698,249.71283,0.0,10135.0,1292.555556,3350.634907,11200000.0,0.0,1.0,1454.125,8.666667,2321.4,72.0,3.0,26.0,5.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,1.0,38341.0
53.0,257.0,2.0,2.0,64.0,258.0,32.0,32.0,32.0,0.0,129.0,129.0,129.0,0.0,1252918.288,15564.202330000002,85.666667,108.518816,208.0,1.0,1.0,1.0,0.0,1.0,1.0,48.0,48.0,0.0,48.0,48.0,40.0,40.0,7782.101167,7782.101167,32.0,129.0,70.8,53.129088,2822.7,0.0,1.0,88.5,32.0,129.0,40.0,2.0,64.0,2.0,258.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,154955.0
51616.0,1568199.0,5.0,2.0,11607.0,26.0,11595.0,0.0,2321.4,5184.100867,20.0,6.0,13.0,9.899495,7418.063651,4.463719,261366.5,639816.3392,1567386.0,3.0,1568199.0,392049.75,783557.5909999999,1567386.0,3.0,18.0,18.0,0.0,18.0,18.0,124.0,40.0,3.188371,1.275348,0.0,11595.0,1454.125,4097.537534,16800000.0,0.0,0.0,1661.857143,2321.4,13.0,124.0,5.0,11607.0,2.0,26.0,8192.0,256.0,3.0,20.0,0.0,0.0,0.0,0.0,111850.0
80.0,95858518.0,8.0,5.0,56.0,11601.0,20.0,0.0,7.0,5.656854,7300.0,0.0,2320.2,3022.508098,121.606303,0.13561700000000002,7988209.833,24400000.0,84700000.0,1.0,95800000.0,13700000.0,31600000.0,84700000.0,1.0,38119.0,9529.75,10834.37546,20126.0,183.0,172.0,112.0,0.08345599999999999,0.052160000000000005,0.0,7300.0,833.071429,2033.250541,4134107.764,0.0,0.0,897.153846,7.0,2320.2,172.0,8.0,56.0,5.0,11601.0,256.0,229.0,6.0,20.0,7009.0,7009.0,7009.0,1.0,142998.0
63325.0,100426227.0,6.0,9.0,11613.0,62.0,5840.0,0.0,1935.5,2991.613996,20.0,0.0,6.888889,5.301991,116.254492,0.14936300000000002,7173301.929,25600000.0,96100000.0,0.0,100000000.0,20100000.0,44900000.0,100000000.0,2.0,100000000.0,12500000.0,33800000.0,96100000.0,0.0,132.0,192.0,0.05974500000000001,0.08961799999999999,0.0,5840.0,730.0625,1978.190435,3913237.396,1.0,1.0,778.733333,1935.5,6.888889,132.0,6.0,11613.0,9.0,62.0,229.0,256.0,4.0,20.0,4326560.0,4326560.0,4326560.0,0.0,176656.0
53.0,234.0,2.0,2.0,64.0,96.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,683760.6838,17094.01709,78.0,51.097945,137.0,48.0,48.0,48.0,0.0,48.0,48.0,49.0,49.0,0.0,49.0,49.0,64.0,64.0,8547.008547,8547.008547,32.0,48.0,38.4,8.763561,76.8,0.0,1.0,48.0,32.0,48.0,64.0,2.0,64.0,2.0,96.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,200052.0
61955.0,81271937.0,7.0,9.0,11613.0,62.0,5840.0,0.0,1659.0,2429.621575,20.0,0.0,6.888889,5.301991,143.653522,0.19687,5418129.1329999985,18800000.0,72800000.0,0.0,81300000.0,13500000.0,33100000.0,81200000.0,3.0,81100000.0,10100000.0,25500000.0,72800000.0,0.0,152.0,192.0,0.086131,0.110739,0.0,5840.0,687.1176469999998,1707.6811719999996,2916174.985,1.0,1.0,730.0625,1659.0,6.888889,152.0,7.0,11613.0,9.0,62.0,229.0,256.0,5.0,20.0,36757.0,36757.0,36757.0,0.0,79066.0
52418.0,84824586.0,7.0,9.0,11607.0,62.0,4380.0,0.0,1658.142857,1762.2728149999996,20.0,0.0,6.888889,5.301991,137.566248,0.188625,5654972.4,20300000.0,78900000.0,2.0,84800000.0,14100000.0,33700000.0,83000000.0,15.0,83000000.0,10400000.0,27700000.0,78900000.0,2.0,152.0,192.0,0.082523,0.106101,0.0,4380.0,686.7647059999998,1366.16267,1866400.441,1.0,1.0,729.6875,1658.142857,6.888889,152.0,7.0,11607.0,9.0,62.0,229.0,256.0,5.0,20.0,4119647.0,4119647.0,4119647.0,0.0,112888.0
80.0,92183587.0,9.0,4.0,62.0,11601.0,20.0,0.0,6.888889,5.301991,8760.0,0.0,2900.25,4128.319301,126.519269,0.141023,7681965.583,23600000.0,82100000.0,1.0,92100000.0,11500000.0,28700000.0,82100000.0,1.0,90120.0,30040.0,47523.17123,84842.0,188.0,192.0,92.0,0.097631,0.043392,0.0,8760.0,833.5,2402.71381,5773033.654,0.0,0.0,897.615385,6.888889,2900.25,192.0,9.0,62.0,4.0,11601.0,256.0,229.0,7.0,20.0,1011.0,1011.0,1011.0,1.0,133626.0
80.0,80809652.0,8.0,6.0,56.0,11607.0,20.0,0.0,7.0,5.656854,4380.0,0.0,1934.5,2177.344966,144.326819,0.173247,6216127.077000001,20000000.0,72400000.0,16.0,80500000.0,11500000.0,27000000.0,72400000.0,49.0,339178.0,67835.6,150845.6651,337675.0,16.0,172.0,132.0,0.098998,0.074249,0.0,4380.0,777.9333330000002,1627.46176,2648631.781,0.0,0.0,833.5,7.0,1934.5,172.0,8.0,56.0,6.0,11607.0,256.0,229.0,6.0,20.0,899.0,899.0,899.0,1.0,98302.0
80.0,91831073.0,8.0,6.0,56.0,11601.0,20.0,0.0,7.0,5.656854,4380.0,0.0,1933.5,1998.0254,126.939603,0.152454,7063928.692000002,22200000.0,80200000.0,46.0,90300000.0,12900000.0,29900000.0,80200000.0,136.0,1551590.0,310318.0,691295.8236,1546942.0,46.0,172.0,132.0,0.087116,0.065337,0.0,4380.0,777.533333,1542.802222,2380238.695,0.0,0.0,833.071429,7.0,1933.5,172.0,8.0,56.0,6.0,11601.0,256.0,229.0,6.0,20.0,893.0,893.0,893.0,1.0,132740.0
80.0,158253.0,3.0,5.0,26.0,11607.0,20.0,0.0,8.666667,10.263203,7215.0,0.0,2321.4,3327.7697940000007,73508.87503,50.551964,22607.57143,58736.55178,155799.0,4.0,2222.0,1111.0,1470.782105,2151.0,71.0,158161.0,39540.25,77512.30437,155799.0,4.0,72.0,112.0,18.956987,31.594978,0.0,7215.0,1292.555556,2650.585648,7025604.278,0.0,1.0,1454.125,8.666667,2321.4,72.0,3.0,26.0,5.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,1.0,92926.0
80.0,38506.0,3.0,4.0,26.0,11607.0,20.0,0.0,8.666667,10.263203,11595.0,0.0,2901.75,5795.50069,302108.7623,181.789851,6417.666667,15409.14707,37870.0,5.0,602.0,301.0,237.587879,469.0,133.0,38448.0,12816.0,21699.25904,37870.0,5.0,72.0,92.0,77.909936,103.879915,0.0,11595.0,1454.125,4097.537534,16800000.0,0.0,1.0,1661.857143,8.666667,2901.75,72.0,3.0,26.0,4.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,1.0,66251.0
8080.0,9120036.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328946,4560018.0,2206198.613,6120036.0,3000000.0,9120036.0,4560018.0,2206198.613,6120036.0,3000000.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.328946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,3.0,0.0,0.0,0.0,8192.0,-1.0,0.0,28.0,3000000.0,3000000.0,3000000.0,0.0,216107.0
