Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std, Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min, Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min, Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min, Fwd Header Length, Bwd Header Length, Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance, URG Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1, Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes, Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward, Active Mean, Active Max, Active Min, Label,posicaoOriginal
80.0,6059019.0,3.0,1.0,12.0,0.0,6.0,0.0,4.0,3.464102,0.0,0.0,0.0,0.0,1.980519,0.660173,2019673.0,3426789.922,5976301.0,3.0,6059019.0,3029509.5,4167392.505,5976301.0,82718.0,0.0,0.0,0.0,0.0,0.0,72.0,32.0,0.49513,0.165043,0.0,6.0,2.4,3.286335,10.8,0.0,0.0,3.0,4.0,0.0,72.0,3.0,12.0,1.0,0.0,8192.0,29200.0,2.0,20.0,0.0,0.0,0.0,0.0,94622.0
53.0,200.0,2.0,2.0,80.0,208.0,40.0,40.0,40.0,0.0,104.0,104.0,104.0,0.0,1440000.0,20000.0,66.666667,75.447554,150.0,3.0,3.0,3.0,0.0,3.0,3.0,47.0,47.0,0.0,47.0,47.0,40.0,40.0,10000.0,10000.0,40.0,104.0,65.6,35.054244,1228.8,0.0,1.0,82.0,40.0,104.0,40.0,2.0,80.0,2.0,208.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,206143.0
80.0,5951693.0,3.0,1.0,12.0,0.0,6.0,0.0,4.0,3.464102,0.0,0.0,0.0,0.0,2.016233,0.672078,1983897.667,3422976.4289999995,5936401.0,184.0,5951693.0,2975846.5,4186856.326,5936401.0,15292.0,0.0,0.0,0.0,0.0,0.0,72.0,32.0,0.504058,0.168019,0.0,6.0,2.4,3.286335,10.8,0.0,0.0,3.0,4.0,0.0,72.0,3.0,12.0,1.0,0.0,8192.0,29200.0,2.0,20.0,0.0,0.0,0.0,0.0,6598.0
80.0,683999.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,35.087771000000004,5.847962,227999.6667,391290.8596,679817.0,3.0,683999.0,227999.6667,391290.8596,679817.0,3.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,5.847962,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,0.0,0.0,0.0,1.0,56020.0
80.0,5928069.0,3.0,1.0,12.0,0.0,6.0,0.0,4.0,3.464102,0.0,0.0,0.0,0.0,2.024268,0.674756,1976023.0,3397762.091,5899386.0,48.0,5928069.0,2964034.5,4151213.902,5899386.0,28683.0,0.0,0.0,0.0,0.0,0.0,72.0,32.0,0.506067,0.168689,0.0,6.0,2.4,3.286335,10.8,0.0,0.0,3.0,4.0,0.0,72.0,3.0,12.0,1.0,0.0,8192.0,29200.0,2.0,20.0,0.0,0.0,0.0,0.0,208961.0
80.0,32209.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.094446,32209.0,0.0,32209.0,32209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,31.047223,31.047223,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,32.0,1.0,0.0,1.0,0.0,1017.0,381.0,0.0,32.0,0.0,0.0,0.0,0.0,2778.0
80.0,2127950.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,11.27846,1.879743,709316.6667,1228568.175,2127945.0,1.0,2127950.0,709316.6667,1228568.175,2127945.0,1.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1.879743,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,0.0,0.0,0.0,1.0,80040.0
53.0,233.0,2.0,2.0,102.0,224.0,51.0,51.0,51.0,0.0,112.0,112.0,112.0,0.0,1399141.631,17167.38197,77.666667,95.038589,184.0,1.0,1.0,1.0,0.0,1.0,1.0,48.0,48.0,0.0,48.0,48.0,64.0,64.0,8583.690987,8583.690987,51.0,112.0,75.4,33.411076,1116.3,0.0,1.0,94.25,51.0,112.0,64.0,2.0,102.0,2.0,224.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,200055.0
443.0,250611.0,3.0,1.0,83.0,6.0,46.0,6.0,27.666667,20.207259,6.0,6.0,6.0,0.0,355.132057,15.960991,83537.0,87260.39535,174134.0,48.0,250611.0,125305.5,177140.8553,250563.0,48.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,11.970743,3.990248,6.0,46.0,27.0,20.124612,405.0,0.0,0.0,33.75,27.666667,6.0,60.0,3.0,83.0,1.0,6.0,256.0,415.0,2.0,20.0,0.0,0.0,0.0,0.0,9100.0
443.0,5142953.0,6.0,4.0,611.0,168.0,517.0,0.0,101.833333,204.305082,156.0,0.0,42.0,76.052613,151.469399,1.9444080000000001,571439.2222,1672187.083,5030359.0,4.0,5142953.0,1028590.6,2267417.75,5084597.0,4.0,90356.0,30118.66667,32211.57024,64402.0,484.0,132.0,92.0,1.1666450000000002,0.777763,0.0,517.0,70.818182,154.972138,24016.36364,0.0,0.0,77.9,101.833333,42.0,132.0,6.0,611.0,4.0,168.0,8192.0,119.0,5.0,20.0,112590.0,112590.0,112590.0,0.0,223900.0
80.0,6653845.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.6069370000000003,0.601156,2217948.333,3840731.477,6652843.0,3.0,6653845.0,2217948.333,3840731.477,6652843.0,3.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.601156,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,1002.0,1002.0,1002.0,1.0,55920.0
80.0,9297325.0,8.0,4.0,56.0,11607.0,20.0,0.0,7.0,5.656854,11595.0,0.0,2901.75,5795.50069,1254.446844,1.290694,845211.3636,1849054.128,6041159.0,1.0,8040069.0,1148581.2859999998,2281554.443,6041159.0,1.0,1258131.0,419377.0,725592.5959,1257219.0,6.0,172.0,92.0,0.8604629999999999,0.430231,0.0,11595.0,897.615385,3214.167532,10300000.0,0.0,0.0,972.416667,7.0,2901.75,172.0,8.0,56.0,4.0,11607.0,256.0,229.0,6.0,20.0,1997992.0,1997992.0,1997992.0,1.0,91116.0
80.0,4192161.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,5.724971,0.9541620000000001,1397387.0,2420343.55,4192159.0,1.0,4192161.0,1397387.0,2420343.55,4192159.0,1.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.954162,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,0.0,0.0,0.0,1.0,90532.0
53.0,50137.0,1.0,1.0,62.0,78.0,62.0,62.0,62.0,0.0,78.0,78.0,78.0,0.0,2792.3489640000003,39.890699,50137.0,0.0,50137.0,50137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,19.94535,19.94535,62.0,78.0,67.333333,9.237604,85.333333,0.0,1.0,101.0,62.0,78.0,20.0,1.0,62.0,1.0,78.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,199077.0
80.0,7192645.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.170927,0.695155,1798161.25,3595638.532,7191619.0,0.0,7192645.0,1798161.25,3595638.532,7191619.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.695155,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,1026.0,1026.0,1026.0,1.0,148636.0
123.0,16788.0,1.0,1.0,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,5718.370264,119.13271399999999,16788.0,0.0,16788.0,16788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,59.566357,59.566357,48.0,48.0,48.0,0.0,0.0,0.0,1.0,72.0,48.0,48.0,20.0,1.0,48.0,1.0,48.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,206973.0
80.0,2601133.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,9.226747999999999,1.537791,867044.3333,1501016.594,2600269.0,347.0,2601133.0,867044.3333,1501016.594,2600269.0,347.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1.537791,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,0.0,0.0,0.0,1.0,187947.0
80.0,4172917.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,7.189216,1.1982030000000001,1043229.25,2084455.328,4169912.0,3.0,4172917.0,1043229.25,2084455.328,4169912.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.198203,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,0.0,0.0,0.0,1.0,158667.0
80.0,10130892.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.96124,0.49354,2532723.0,5064776.022,10100000.0,1.0,10100000.0,2532723.0,5064776.022,10100000.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.49354,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,1005.0,1005.0,1005.0,1.0,187325.0
80.0,7020893.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.2729610000000005,0.71216,1755223.25,3507650.086,7016698.0,1.0,7020893.0,1755223.25,3507650.086,7016698.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.71216,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,4195.0,4195.0,4195.0,1.0,154422.0
443.0,107797108.0,27.0,34.0,1447.0,33735.0,517.0,0.0,53.59259300000001,108.327232,2820.0,0.0,992.205882,820.236285,326.372392,0.565878,1796618.467,9779486.74,59500000.0,0.0,108000000.0,4146042.615,14700000.0,59500000.0,20.0,108000000.0,3264217.788,13100000.0,59500000.0,3.0,552.0,692.0,0.250471,0.315407,0.0,2820.0,567.451613,769.208933,591682.3829,0.0,1.0,576.754098,53.59259300000001,992.205882,552.0,27.0,1447.0,34.0,33735.0,8192.0,123.0,26.0,20.0,154058.0,171990.0,136126.0,0.0,155671.0
53.0,168.0,2.0,2.0,102.0,158.0,51.0,51.0,51.0,0.0,79.0,79.0,79.0,0.0,1547619.0480000002,23809.52381,56.0,90.934042,161.0,3.0,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,64.0,64.0,11904.7619,11904.7619,51.0,79.0,62.2,15.336232,235.2,0.0,1.0,77.75,51.0,79.0,64.0,2.0,102.0,2.0,158.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,17843.0
80.0,5459391.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.396095,0.7326819999999999,1819797.0,3150642.04,5457845.0,204.0,5459391.0,1819797.0,3150642.04,5457845.0,204.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.7326819999999999,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,1546.0,1546.0,1546.0,1.0,44261.0
53.0,24450.0,2.0,2.0,72.0,242.0,36.0,36.0,36.0,0.0,121.0,121.0,121.0,0.0,12842.53579,163.599182,8150.0,14111.88403,24445.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,4.0,64.0,64.0,81.799591,81.799591,36.0,121.0,70.0,46.556417,2167.5,0.0,1.0,87.5,36.0,121.0,64.0,2.0,72.0,2.0,242.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,40667.0
80.0,10092868.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.377917,0.396319,3364289.333,5820189.762999998,10100000.0,3.0,10100000.0,3364289.333,5820189.762999998,10100000.0,3.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.396319,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,8004.0,8004.0,8004.0,1.0,144083.0
53.0,163.0,2.0,2.0,88.0,200.0,44.0,44.0,44.0,0.0,100.0,100.0,100.0,0.0,1766871.166,24539.8773,54.333333,54.197171,111.0,3.0,3.0,3.0,0.0,3.0,3.0,49.0,49.0,0.0,49.0,49.0,40.0,40.0,12269.93865,12269.93865,44.0,100.0,66.4,30.672463,940.8,0.0,1.0,83.0,44.0,100.0,40.0,2.0,88.0,2.0,200.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,201775.0
80.0,3900918.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,7.690497,1.28175,975229.5,1948215.986,3897553.0,215.0,3900918.0,975229.5,1948215.986,3897553.0,215.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.28175,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,0.0,0.0,0.0,1.0,62998.0
80.0,7387993.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.248514,0.541419,2462664.333,4264548.721,7386941.0,3.0,7387993.0,2462664.333,4264548.721,7386941.0,3.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.541419,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,1052.0,1052.0,1052.0,1.0,167275.0
80.0,7976811.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.008721,0.501454,2658937.0,4605406.1839999985,7976802.0,3.0,7976811.0,2658937.0,4605406.1839999985,7976802.0,3.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.501454,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,9.0,9.0,9.0,1.0,72076.0
53.0,144871.0,2.0,2.0,82.0,176.0,41.0,41.0,41.0,0.0,88.0,88.0,88.0,0.0,1780.8947269999999,27.610771000000003,48290.33333,83637.84675,144867.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,80.0,40.0,13.805385,13.805385,41.0,88.0,59.8,25.74296,662.7,0.0,1.0,74.75,41.0,88.0,80.0,2.0,82.0,2.0,176.0,-1.0,-1.0,1.0,40.0,0.0,0.0,0.0,0.0,31096.0
53.0,171.0,2.0,2.0,76.0,108.0,38.0,38.0,38.0,0.0,54.0,54.0,54.0,0.0,1076023.392,23391.812869999998,57.0,89.23564300000002,160.0,3.0,8.0,8.0,0.0,8.0,8.0,3.0,3.0,0.0,3.0,3.0,40.0,40.0,11695.90643,11695.90643,38.0,54.0,44.4,8.763561,76.8,0.0,1.0,55.5,38.0,54.0,40.0,2.0,76.0,2.0,108.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,15710.0
51817.0,414759.0,3.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,74.7422,9.644155,138253.0,172614.4565,331779.0,180.0,414759.0,207379.5,293024.343,414579.0,180.0,0.0,0.0,0.0,0.0,0.0,108.0,32.0,7.233116000000001,2.411039,0.0,31.0,6.2,13.863620999999998,192.2,0.0,0.0,7.75,0.0,31.0,108.0,3.0,0.0,1.0,31.0,114.0,296.0,0.0,32.0,0.0,0.0,0.0,0.0,219001.0
80.0,8025813.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.990351,0.498392,2675271.0,4633701.832,8025809.0,1.0,8025813.0,2675271.0,4633701.832,8025809.0,1.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.498392,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,4.0,4.0,4.0,1.0,171972.0
80.0,3484923.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,8.608512,1.434752,871230.75,1741790.23,3483916.0,3.0,3484923.0,871230.75,1741790.23,3483916.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.434752,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,0.0,0.0,0.0,1.0,157946.0
80.0,11976631.0,5.0,0.0,30.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.504878,0.41748,2994157.75,5986992.185,12000000.0,3.0,12000000.0,2994157.75,5986992.185,12000000.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.41748,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.2,6.0,0.0,100.0,5.0,30.0,0.0,0.0,256.0,-1.0,4.0,20.0,1985.0,1985.0,1985.0,1.0,74218.0
80.0,5458855.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.396526000000001,0.732754,1819618.333,3151136.2,5458237.0,274.0,5458855.0,1819618.333,3151136.2,5458237.0,274.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.732754,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,618.0,618.0,618.0,1.0,44263.0
53.0,529327.0,4.0,2.0,136.0,194.0,34.0,34.0,34.0,0.0,97.0,97.0,97.0,0.0,623.433152,11.335148,105865.4,218548.7963,495963.0,3.0,33360.0,11120.0,19254.34281,33353.0,3.0,4.0,4.0,0.0,4.0,4.0,104.0,40.0,7.556764999999999,3.778383,34.0,97.0,52.0,30.740852,945.0,0.0,0.0,60.666667,34.0,97.0,104.0,4.0,136.0,2.0,194.0,-1.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,221477.0
80.0,10851862.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.211602,0.3686,3617287.333,6264746.945,10900000.0,152.0,10900000.0,3617287.333,6264746.945,10900000.0,152.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.3686,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,668.0,668.0,668.0,1.0,63268.0
443.0,10424036.0,9.0,7.0,949.0,3760.0,602.0,0.0,105.444444,198.391728,1867.0,0.0,537.142857,785.055078,451.744411,1.534914,694935.7333,2574382.059,10000000.0,3.0,10400000.0,1298532.75,3516109.3039999995,10000000.0,35985.0,10400000.0,1731352.333,4069052.939,10000000.0,3.0,192.0,152.0,0.863389,0.671525,0.0,1867.0,277.0,549.321968,301754.625,0.0,0.0,294.3125,105.444444,537.142857,192.0,9.0,949.0,7.0,3760.0,8192.0,8201.0,8.0,20.0,387942.0,387942.0,387942.0,0.0,202401.0
80.0,8220803.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.919423,0.48657,2740267.667,4743682.387,8217800.0,4.0,8220803.0,2740267.667,4743682.387,8217800.0,4.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.48657,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,80.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,3003.0,3003.0,3003.0,1.0,71956.0
